Date and Time: 09-Aug-2024 16:39:11
---------------------------------
N445; 8.546648; 5.269251; 3.808761; 
N446; 8.554276; 5.254729; 3.834135; 
N447; 8.561904; 5.240207; 3.859510; 
N448; 8.569532; 5.225685; 3.884885; 
N449; 8.577160; 5.211163; 3.910259; 
N450; 8.584788; 5.196641; 3.935634; 
N451; 8.592416; 5.182119; 3.961009; 
N452; 8.600044; 5.167596; 3.986384; 
N453; 8.607672; 5.153074; 4.011758; 
N454; 8.615300; 5.138552; 4.037133; 
N455; 8.622928; 5.124030; 4.062508; 
N456; 8.630556; 5.109508; 4.087882; 
N457; 8.638184; 5.094986; 4.113257; 
N458; 8.645812; 5.080464; 4.138632; 
N459; 8.653440; 5.065942; 4.164006; 
N460; 8.661068; 5.051420; 4.189381; 
N461; 8.668696; 5.036898; 4.214756; 
N462; 8.676324; 5.022376; 4.240130; 
N463; 8.683952; 5.007853; 4.265505; 
N464; 8.691580; 4.993331; 4.290880; 
N465; 8.699208; 4.978809; 4.316254; 
N466; 8.706836; 4.964287; 4.341629; 
N467; 8.714464; 4.949765; 4.367004; 
N468; 8.722092; 4.935243; 4.392378; 
N469; 8.729720; 4.920721; 4.417753; 
N470; 8.737348; 4.906199; 4.443128; 
N471; 8.744976; 4.891677; 4.468503; 
N472; 8.752604; 4.877155; 4.493877; 
N473; 8.760232; 4.862633; 4.519252; 
N474; 8.767860; 4.848110; 4.544627; 
N475; 8.775488; 4.833588; 4.570001; 
N476; 8.783116; 4.819066; 4.595376; 
N477; 8.790744; 4.804544; 4.620751; 
N478; 8.798372; 4.790022; 4.646125; 
N479; 8.806000; 4.775500; 4.671500; 
N480; 8.813628; 4.760978; 4.696875; 
N481; 8.821256; 4.746456; 4.722249; 
N482; 8.828884; 4.731934; 4.747624; 
N483; 8.836512; 4.717412; 4.772999; 
N484; 8.844140; 4.702890; 4.798373; 
N485; 8.851768; 4.688367; 4.823748; 
N486; 8.859396; 4.673845; 4.849123; 
N487; 8.867024; 4.659323; 4.874497; 
N488; 8.874652; 4.644801; 4.899872; 
N489; 8.882280; 4.630279; 4.925247; 
N490; 8.889908; 4.615757; 4.950622; 
N491; 8.897536; 4.601235; 4.975996; 
N492; 8.905164; 4.586713; 5.001371; 
N493; 8.912792; 4.572191; 5.026746; 
N494; 8.920420; 4.557669; 5.052120; 
N495; 8.928048; 4.543147; 5.077495; 
N496; 8.935676; 4.528624; 5.102870; 
N497; 8.943304; 4.514102; 5.128244; 
N498; 8.950932; 4.499580; 5.153619; 
N499; 8.958560; 4.485058; 5.178994; 
N500; 8.966188; 4.470536; 5.204368; 
N501; 8.973816; 4.456014; 5.229743; 
N502; 8.981444; 4.441492; 5.255118; 
N503; 8.989072; 4.426970; 5.280492; 
N504; 8.996700; 4.412448; 5.305867; 
N505; 9.004328; 4.397926; 5.331242; 
N506; 9.011956; 4.383404; 5.356616; 
N507; 9.019584; 4.368881; 5.381991; 
N508; 9.027212; 4.354359; 5.407366; 
N509; 9.034840; 4.339837; 5.432741; 
N510; 9.042468; 4.325315; 5.458115; 
N511; 9.050096; 4.310793; 5.483490; 
N512; 9.057724; 4.296271; 5.508865; 
N513; 9.065352; 4.281749; 5.534239; 
