Date and Time: 09-Aug-2024 16:55:09
---------------------------------
N602 X9.744243 Y2.989283 Z7.792586
N603 X9.751871 Y2.974761 Z7.817961
N604 X9.759499 Y2.960239 Z7.843336
N605 X9.767127 Y2.945716 Z7.868710
N606 X9.774755 Y2.931194 Z7.894085
N607 X9.782383 Y2.916672 Z7.919460
N608 X9.790011 Y2.902150 Z7.944834
N609 X9.797639 Y2.887628 Z7.970209
N610 X9.806160 Y2.871407 Z7.998552
N611 X9.809000 Y2.866000 Z8.008000
N612 X9.809000 Y2.866000 Z8.008000
N613 X9.802075 Y2.871230 Z8.000841
N614 X9.781299 Y2.886918 Z7.979364
N615 X9.762737 Y2.900935 Z7.960176
N616 X9.744176 Y2.914951 Z7.940988
N617 X9.725614 Y2.928968 Z7.921800
N618 X9.707053 Y2.942984 Z7.902612
N619 X9.688491 Y2.957000 Z7.883424
N620 X9.669930 Y2.971017 Z7.864236
N621 X9.651369 Y2.985033 Z7.845048
N622 X9.632807 Y2.999050 Z7.825860
N623 X9.614246 Y3.013066 Z7.806672
N624 X9.595684 Y3.027082 Z7.787484
N625 X9.577123 Y3.041099 Z7.768297
N626 X9.558562 Y3.055115 Z7.749109
N627 X9.540000 Y3.069131 Z7.729921
N628 X9.521439 Y3.083148 Z7.710733
N629 X9.502877 Y3.097164 Z7.691545
N630 X9.484316 Y3.111181 Z7.672357
N631 X9.465755 Y3.125197 Z7.653169
N632 X9.447193 Y3.139213 Z7.633981
N633 X9.428632 Y3.153230 Z7.614793
N634 X9.410070 Y3.167246 Z7.595605
N635 X9.391509 Y3.181263 Z7.576418
N636 X9.372948 Y3.195279 Z7.557230
N637 X9.354386 Y3.209295 Z7.538042
N638 X9.335825 Y3.223312 Z7.518854
N639 X9.317263 Y3.237328 Z7.499666
N640 X9.298702 Y3.251345 Z7.480478
N641 X9.280141 Y3.265361 Z7.461290
N642 X9.261579 Y3.279377 Z7.442102
N643 X9.243018 Y3.293394 Z7.422914
N644 X9.224456 Y3.307410 Z7.403726
N645 X9.205895 Y3.321427 Z7.384539
N646 X9.187334 Y3.335443 Z7.365351
N647 X9.168772 Y3.349459 Z7.346163
N648 X9.150211 Y3.363476 Z7.326975
N649 X9.131649 Y3.377492 Z7.307787
N650 X9.113088 Y3.391508 Z7.288599
N651 X9.094527 Y3.405525 Z7.269411
N652 X9.075965 Y3.419541 Z7.250223
N653 X9.057404 Y3.433558 Z7.231035
N654 X9.038842 Y3.447574 Z7.211847
N655 X9.020281 Y3.461590 Z7.192660
N656 X9.001719 Y3.475607 Z7.173472
N657 X8.983158 Y3.489623 Z7.154284
N658 X8.964597 Y3.503640 Z7.135096
N659 X8.946035 Y3.517656 Z7.115908
N660 X8.927474 Y3.531672 Z7.096720
N661 X8.908912 Y3.545689 Z7.077532
N662 X8.890351 Y3.559705 Z7.058344
N663 X8.871790 Y3.573722 Z7.039156
N664 X8.853228 Y3.587738 Z7.019968
N665 X8.834667 Y3.601754 Z7.000781
N666 X8.816105 Y3.615771 Z6.981593
N667 X8.797544 Y3.629787 Z6.962405
N668 X8.778983 Y3.643803 Z6.943217
N669 X8.760421 Y3.657820 Z6.924029
N670 X8.741860 Y3.671836 Z6.904841
N671 X8.723298 Y3.685853 Z6.885653
N672 X8.704737 Y3.699869 Z6.866465
N673 X8.686176 Y3.713885 Z6.847277
N674 X8.667614 Y3.727902 Z6.828089
N675 X8.649053 Y3.741918 Z6.808902
N676 X8.630491 Y3.755935 Z6.789714
N677 X8.611930 Y3.769951 Z6.770526
N678 X8.593369 Y3.783967 Z6.751338
N679 X8.574807 Y3.797984 Z6.732150
N680 X8.556246 Y3.812000 Z6.712962
N681 X8.537684 Y3.826017 Z6.693774
N682 X8.519123 Y3.840033 Z6.674586
N683 X8.500562 Y3.854049 Z6.655398
N684 X8.482000 Y3.868066 Z6.636210
N685 X8.463439 Y3.882082 Z6.617022
N686 X8.444877 Y3.896099 Z6.597835
N687 X8.426316 Y3.910115 Z6.578647
N688 X8.407754 Y3.924131 Z6.559459
N689 X8.389193 Y3.938148 Z6.540271
N690 X8.370632 Y3.952164 Z6.521083
N691 X8.352070 Y3.966180 Z6.501895
N692 X8.333509 Y3.980197 Z6.482707
N693 X8.314947 Y3.994213 Z6.463519
N694 X8.296386 Y4.008230 Z6.444331
N695 X8.277825 Y4.022246 Z6.425143
N696 X8.259263 Y4.036262 Z6.405956
N697 X8.240702 Y4.050279 Z6.386768
N698 X8.222140 Y4.064295 Z6.367580
N699 X8.203579 Y4.078312 Z6.348392
N700 X8.185018 Y4.092328 Z6.329204
N701 X8.166456 Y4.106344 Z6.310016
N702 X8.147895 Y4.120361 Z6.290828
N703 X8.129333 Y4.134377 Z6.271640
N704 X8.110772 Y4.148394 Z6.252452
N705 X8.092211 Y4.162410 Z6.233264
N706 X8.073649 Y4.176426 Z6.214077
N707 X8.055088 Y4.190443 Z6.194889
N708 X8.036526 Y4.204459 Z6.175701
N709 X8.017965 Y4.218476 Z6.156513
N710 X7.999404 Y4.232492 Z6.137325
N711 X7.980842 Y4.246508 Z6.118137
N712 X7.962281 Y4.260525 Z6.098949
N713 X7.943719 Y4.274541 Z6.079761
N714 X7.925158 Y4.288557 Z6.060573
N715 X7.906597 Y4.302574 Z6.041385
N716 X7.888035 Y4.316590 Z6.022198
N717 X7.869474 Y4.330607 Z6.003010
N718 X7.850912 Y4.344623 Z5.983822
N719 X7.832351 Y4.358639 Z5.964634
N720 X7.813790 Y4.372656 Z5.945446
N721 X7.795228 Y4.386672 Z5.926258
N722 X7.776667 Y4.400689 Z5.907070
N723 X7.758105 Y4.414705 Z5.887882
N724 X7.739544 Y4.428721 Z5.868694
N725 X7.720982 Y4.442738 Z5.849506
N726 X7.702421 Y4.456754 Z5.830319
N727 X7.683860 Y4.470771 Z5.811131
N728 X7.665298 Y4.484787 Z5.791943
N729 X7.646737 Y4.498803 Z5.772755
N730 X7.628175 Y4.512820 Z5.753567
N731 X7.609614 Y4.526836 Z5.734379
N732 X7.591053 Y4.540852 Z5.715191
N733 X7.572491 Y4.554869 Z5.696003
N734 X7.553930 Y4.568885 Z5.676815
N735 X7.535368 Y4.582902 Z5.657627
N736 X7.516807 Y4.596918 Z5.638440
N737 X7.498246 Y4.610934 Z5.619252
N738 X7.479684 Y4.624951 Z5.600064
N739 X7.461123 Y4.638967 Z5.580876
N740 X7.442561 Y4.652984 Z5.561688
N741 X7.424000 Y4.667000 Z5.542500
N742 X7.405439 Y4.681016 Z5.523312
N743 X7.386877 Y4.695033 Z5.504124
N744 X7.368316 Y4.709049 Z5.484936
N745 X7.349754 Y4.723066 Z5.465748
N746 X7.331193 Y4.737082 Z5.446560
N747 X7.312632 Y4.751098 Z5.427373
N748 X7.294070 Y4.765115 Z5.408185
N749 X7.275509 Y4.779131 Z5.388997
N750 X7.256947 Y4.793148 Z5.369809
N751 X7.238386 Y4.807164 Z5.350621
N752 X7.219825 Y4.821180 Z5.331433
N753 X7.201263 Y4.835197 Z5.312245
N754 X7.182702 Y4.849213 Z5.293057
N755 X7.164140 Y4.863229 Z5.273869
N756 X7.145579 Y4.877246 Z5.254681
N757 X7.127018 Y4.891262 Z5.235494
N758 X7.108456 Y4.905279 Z5.216306
N759 X7.089895 Y4.919295 Z5.197118
N760 X7.071333 Y4.933311 Z5.177930
N761 X7.052772 Y4.947328 Z5.158742
N762 X7.034210 Y4.961344 Z5.139554
N763 X7.015649 Y4.975361 Z5.120366
N764 X6.997088 Y4.989377 Z5.101178
N765 X6.978526 Y5.003393 Z5.081990
N766 X6.959965 Y5.017410 Z5.062802
N767 X6.941403 Y5.031426 Z5.043615
N768 X6.922842 Y5.045443 Z5.024427
N769 X6.904281 Y5.059459 Z5.005239
N770 X6.885719 Y5.073475 Z4.986051
N771 X6.867158 Y5.087492 Z4.966863
N772 X6.848596 Y5.101508 Z4.947675
N773 X6.830035 Y5.115524 Z4.928487
N774 X6.811474 Y5.129541 Z4.909299
N775 X6.792912 Y5.143557 Z4.890111
N776 X6.774351 Y5.157574 Z4.870923
N777 X6.755789 Y5.171590 Z4.851736
N778 X6.737228 Y5.185606 Z4.832548
N779 X6.718667 Y5.199623 Z4.813360
N780 X6.700105 Y5.213639 Z4.794172
N781 X6.681544 Y5.227656 Z4.774984
N782 X6.662982 Y5.241672 Z4.755796
N783 X6.644421 Y5.255688 Z4.736608
N784 X6.625860 Y5.269705 Z4.717420
N785 X6.607298 Y5.283721 Z4.698232
N786 X6.588737 Y5.297738 Z4.679044
N787 X6.570175 Y5.311754 Z4.659857
N788 X6.551614 Y5.325770 Z4.640669
N789 X6.533053 Y5.339787 Z4.621481
N790 X6.514491 Y5.353803 Z4.602293
N791 X6.495930 Y5.367820 Z4.583105
N792 X6.477368 Y5.381836 Z4.563917
N793 X6.458807 Y5.395852 Z4.544729
N794 X6.440246 Y5.409869 Z4.525541
N795 X6.421684 Y5.423885 Z4.506353
N796 X6.403123 Y5.437901 Z4.487165
N797 X6.384561 Y5.451918 Z4.467978
N798 X6.366000 Y5.465934 Z4.448790
N799 X6.347438 Y5.479951 Z4.429602
N800 X6.328877 Y5.493967 Z4.410414
N801 X6.310316 Y5.507983 Z4.391226
N802 X6.291754 Y5.522000 Z4.372038
N803 X6.273193 Y5.536016 Z4.352850
N804 X6.254631 Y5.550033 Z4.333662
N805 X6.236070 Y5.564049 Z4.314474
N806 X6.217509 Y5.578065 Z4.295286
N807 X6.198947 Y5.592082 Z4.276098
N808 X6.180386 Y5.606098 Z4.256911
N809 X6.161824 Y5.620115 Z4.237723
N810 X6.143263 Y5.634131 Z4.218535
N811 X6.124702 Y5.648147 Z4.199347
N812 X6.106140 Y5.662164 Z4.180159
N813 X6.087579 Y5.676180 Z4.160971
N814 X6.069017 Y5.690197 Z4.141783
N815 X6.050456 Y5.704213 Z4.122595
N816 X6.031895 Y5.718229 Z4.103407
N817 X6.013333 Y5.732246 Z4.084219
N818 X5.994772 Y5.746262 Z4.065032
N819 X5.976210 Y5.760278 Z4.045844
N820 X5.957649 Y5.774295 Z4.026656
N821 X5.939088 Y5.788311 Z4.007468
N822 X5.920526 Y5.802328 Z3.988280
N823 X5.901965 Y5.816344 Z3.969092
N824 X5.883403 Y5.830360 Z3.949904
N825 X5.864842 Y5.844377 Z3.930716
N826 X5.846281 Y5.858393 Z3.911528
N827 X5.827719 Y5.872410 Z3.892340
N828 X5.809158 Y5.886426 Z3.873153
N829 X5.790596 Y5.900442 Z3.853965
N830 X5.772035 Y5.914459 Z3.834777
N831 X5.753473 Y5.928475 Z3.815589
N832 X5.734912 Y5.942492 Z3.796401
N833 X5.716351 Y5.956508 Z3.777213
N834 X5.697789 Y5.970524 Z3.758025
N835 X5.679228 Y5.984541 Z3.738837
N836 X5.660666 Y5.998557 Z3.719649
N837 X5.642105 Y6.012573 Z3.700461
N838 X5.623544 Y6.026590 Z3.681274
N839 X5.604982 Y6.040606 Z3.662086
N840 X5.586421 Y6.054623 Z3.642898
N841 X5.567859 Y6.068639 Z3.623710
N842 X5.549298 Y6.082655 Z3.604522
N843 X5.530737 Y6.096672 Z3.585334
N844 X5.512175 Y6.110688 Z3.566146
N845 X5.493614 Y6.124705 Z3.546958
N846 X5.475052 Y6.138721 Z3.527770
N847 X5.456491 Y6.152737 Z3.508582
N848 X5.437930 Y6.166754 Z3.489395
N849 X5.419368 Y6.180770 Z3.470207
N850 X5.400807 Y6.194787 Z3.451019
N851 X5.382245 Y6.208803 Z3.431831
N852 X5.363684 Y6.222819 Z3.412643
N853 X5.345123 Y6.236836 Z3.393455
N854 X5.326561 Y6.250852 Z3.374267
N855 X5.308000 Y6.264869 Z3.355079
N856 X5.289438 Y6.278885 Z3.335891
N857 X5.270877 Y6.292901 Z3.316703
N858 X5.252316 Y6.306918 Z3.297516
N859 X5.233754 Y6.320934 Z3.278328
N860 X5.215193 Y6.334950 Z3.259140
N861 X5.196631 Y6.348967 Z3.239952
N862 X5.178070 Y6.362983 Z3.220764
N863 X5.159509 Y6.377000 Z3.201576
N864 X5.140947 Y6.391016 Z3.182388
N865 X5.122386 Y6.405032 Z3.163200
N866 X5.103824 Y6.419049 Z3.144012
N867 X5.085263 Y6.433065 Z3.124824
N868 X5.066701 Y6.447082 Z3.105636
N869 X5.045925 Y6.462770 Z3.084159
N870 X5.039000 Y6.468000 Z3.077000
